address_id,country,region,city,street,building_number,zip,parent_id
1229,Hungary,Northern Great Plain,Nyíregyháza,Korányi Frigyes utca,2, 44052,413
1230,Ukraine,Kyiv region,Irpin,Centralna St,17, 08005,28
1231,Romania,Cluj,Turda,Strada Avram Iancu,30, 41036,341
1232,Romania,Cluj,Cluj-Napoca,Strada Universității,24, 40075,334
1233,Poland,Mazowieckie,Warsaw,Tamka St,41, 01057,118
1234,Germany,Bavaria,Munich,Schwanthalerstraße,33, 80076,226
1235,Romania,Timiș,Lugoj,Strada Caransebeșului,9, 31004,361
1236,Poland,Dolnośląskie,Legnica,Dziennikarska St,42, 59097,204
1237,Ukraine,Odesa region,Odesa,Prymorska St,10, 65064,82
1238,Germany,Bavaria,Nuremberg,Bahnhofstraße,32, 90046,236
1239,Ukraine,Kyiv region,Irpin,Nezalezhnosti St,14, 08034,31
1240,Ukraine,Kyiv region,Irpin,Universytetska St,38, 08017,29
1241,Poland,Małopolskie,Tarnów,Mościckiego Ave,33, 33076,168
1242,Germany,North Rhine-Westphalia,Cologne,Venloer Straße,46, 50047,259
1243,Ukraine,Kyiv region,Irpin,Universytetska St,47, 08017,29
1244,Germany,Bavaria,Nuremberg,Plobenhofstraße,35, 90086,240
1245,Ukraine,Lviv region,Lviv,Franko St,3, 79022,42
1246,Poland,Dolnośląskie,Legnica,Dziennikarska St,31, 59096,204
1247,Ukraine,Lviv region,Lviv,Svobody Ave,32, 79006,40
1248,Romania,Timiș,Lugoj,Strada Ștrandului,26, 31056,366
1249,Poland,Mazowieckie,Radom,Konstytucji 3 Maja St,10, 26084,134
1250,Romania,Bucharest-Ilfov,Otopeni,Calea Bucureștilor,49, 07008,315
1251,Poland,Mazowieckie,Radom,Żeromskiego St,24, 26005,126
1252,Ukraine,Kyiv region,Kyiv,Obolonskyi Ave,23, 01045,8
1253,Hungary,Central Hungary,Szentendre,Árpád utca,44, 20057,390
1254,Germany,North Rhine-Westphalia,Düsseldorf,Neustraße,13, 40084,274
1255,Hungary,Central Hungary,Budapest,Rákóczi út,37, 10037,377
1256,Romania,Bucharest-Ilfov,Otopeni,Strada Griviței,5, 07063,321
1257,Romania,Cluj,Turda,Strada Trandafirilor,31, 41086,346
1258,Romania,Bucharest-Ilfov,Otopeni,Calea Bucureștilor,47, 07007,315
1259,Ukraine,Lviv region,Drohobych,Shevchenka St,30, 82006,53
1260,Poland,Dolnośląskie,Jelenia Góra,Sobieskiego St,35, 58066,212
1261,Ukraine,Lviv region,Lviv,Halytska St,39, 79087,48
1262,Germany,North Rhine-Westphalia,Düsseldorf,Immermannstraße,1, 40062,272
1263,Ukraine,Kyiv region,Kyiv,Obolonskyi Ave,3, 01042,8
1264,Romania,Cluj,Cluj-Napoca,Strada Memorandumului,8, 40023,329
1265,Ukraine,Odesa region,Izmail,Lermontova St,33, 68076,96
1266,Romania,Timiș,Timișoara,Bulevardul Liviu Rebreanu,46, 30097,359
1267,Ukraine,Odesa region,Chornomorsk,Sadova St,18, 69045,104
1268,Poland,Małopolskie,Nowy Sącz,Sobieskiego St,29, 34036,175
1269,Hungary,Central Hungary,Budapest,Margit körút,34, 10066,380
1270,Poland,Dolnośląskie,Wrocław,Nowowiejska St,3, 50092,193
1271,Germany,Bavaria,Munich,Brienner Straße,26, 80066,225
1272,Germany,North Rhine-Westphalia,Bonn,Berliner Freiheit,18, 53055,282
1273,Germany,Bavaria,Nuremberg,Jakobsplatz,8, 90063,238
1274,Germany,North Rhine-Westphalia,Düsseldorf,Breite Straße,30, 40046,270
1275,Ukraine,Odesa region,Izmail,Kotovskoho St,49, 68008,89
1276,Hungary,Transdanubia,Pécs,Rákóczi út,37, 76027,422
1277,Romania,Bucharest-Ilfov,Bucharest,Șoseaua Pantelimon,20, 01085,312
1278,Ukraine,Kyiv region,Kyiv,Saksahanskoho St,15, 01024,6
1279,Ukraine,Kyiv region,Kyiv,Shota Rustaveli St,22, 01085,12
1280,Poland,Mazowieckie,Warsaw,Chmielna St,15, 01074,120
1281,Germany,Bavaria,Munich,Sendlinger Straße,34, 80046,223
1282,Poland,Małopolskie,Kraków,Dietla St,8, 30063,155
1283,Hungary,Northern Great Plain,Debrecen,Kossuth utca,40, 40017,398
1284,Romania,Bucharest-Ilfov,Otopeni,Strada Mihai Viteazul,8, 07073,322
1285,Hungary,Central Hungary,Szentendre,Bogdányi út,35, 20036,388
1286,Ukraine,Kyiv region,Kyiv,Saksahanskoho St,42, 01027,6
1287,Hungary,Transdanubia,Pécs,Petőfi utca,49, 76088,428
1288,Germany,North Rhine-Westphalia,Cologne,Ehrenstraße,23, 50075,262
1289,Romania,Timiș,Timișoara,Bulevardul Republicii,16, 30035,353
1290,Poland,Mazowieckie,Radom,Żeromskiego St,44, 26007,126
1291,Romania,Bucharest-Ilfov,Bucharest,Calea Moșilor,29, 01026,306
1292,Germany,North Rhine-Westphalia,Bonn,Breite Straße,37, 53097,286
1293,Poland,Małopolskie,Kraków,Dietla St,34, 30066,155
1294,Poland,Mazowieckie,Płock,Mostowa St,29,09076,144
1295,Germany,Berlin,Berlin,Prenzlauer Allee,25, 100116,300
1296,Poland,Małopolskie,Kraków,Lubicz St,12, 30094,158
1297,Poland,Dolnośląskie,Jelenia Góra,Wolności St,42, 58047,210
1298,Romania,Bucharest-Ilfov,Otopeni,Strada Tudor Vladimirescu,35, 07096,324
1299,Ukraine,Lviv region,Lviv,Halytska St,1, 79082,48
1300,Ukraine,Kyiv region,Kyiv,Obolonskyi Ave,36, 01047,8
1301,Hungary,Central Hungary,Szentendre,Duna korzó,14, 20024,387
1302,Germany,Berlin,Berlin,Oranienburger Straße,33, 10066,295
1303,Poland,Małopolskie,Nowy Sącz,Piłsudskiego St,48, 34067,178
1304,Romania,Cluj,Cluj-Napoca,Strada Universității,44, 40077,334
1305,Ukraine,Kyiv region,Bila Tserkva,Yaroslav Mudryi St,43, 09007,17
1306,Romania,Timiș,Lugoj,Strada Cloșca,43, 31077,368
1307,Romania,Timiș,Timișoara,Bulevardul Liviu Rebreanu,33, 30096,359
1308,Romania,Cluj,Turda,Strada Gării,41, 41077,345
1309,Romania,Timiș,Timișoara,Strada Iancu de Hunedoara,32, 30086,358
1310,Germany,North Rhine-Westphalia,Bonn,Colmantstraße,33, 53066,283
1311,Ukraine,Odesa region,Izmail,Bohdana Khmelnytskoho St,40, 68097,98
1312,Poland,Małopolskie,Kraków,Basztowa St,13, 30084,157
1313,Germany,Berlin,Berlin,Oranienburger Straße,43, 10067,295
1314,Romania,Bucharest-Ilfov,Otopeni,Strada Mihai Viteazul,6, 07073,322
1315,Ukraine,Odesa region,Odesa,Prymorska St,27, 65066,82
1316,Romania,Timiș,Timișoara,Bulevardul Republicii,36, 30037,353
1317,Poland,Dolnośląskie,Jelenia Góra,Sobieskiego St,39, 58067,212
1318,Ukraine,Lviv region,Lviv,Levandivska St,21, 790115,51
1319,Hungary,Northern Great Plain,Debrecen,Arany János utca,17, 40065,403
1320,Germany,Bavaria,Augsburg,Frauentorstraße,8, 86073,250
1321,Romania,Timiș,Lugoj,Strada Astalaș,7, 31033,364
1322,Ukraine,Odesa region,Izmail,Horodotska St,14, 68084,97
1323,Poland,Mazowieckie,Radom,Moniuszki St,1, 26092,135
1324,Hungary,Northern Great Plain,Debrecen,Arany János utca,20, 40065,403
1325,Poland,Dolnośląskie,Jelenia Góra,Sudecka St,23, 58035,209
1326,Germany,Bavaria,Munich,Kaufingerstraße,23, 80035,222
1327,Poland,Małopolskie,Kraków,Długa St,40, 30077,156
1328,Ukraine,Odesa region,Izmail,Suvorova St,20, 68015,90
1329,Germany,North Rhine-Westphalia,Cologne,Aachener Straße,3, 50032,258
1330,Hungary,Central Hungary,Szentendre,Bogdányi út,18, 20035,388
1331,Hungary,Transdanubia,Pécs,Tímár utca,28, 76096,429
1332,Germany,Bavaria,Nuremberg,Karolinenstraße,7, 90013,233
1333,Hungary,Central Hungary,Szentendre,Rákóczi Ferenc utca,7, 20063,391
1334,Poland,Dolnośląskie,Legnica,Pocztowa St,38, 59077,202
1335,Poland,Dolnośląskie,Jelenia Góra,Piłsudskiego St,2, 58012,207
1336,Romania,Cluj,Turda,Strada Tineretului,16, 41065,344
1337,Ukraine,Odesa region,Odesa,Kanatna St,6, 65023,78
1338,Poland,Małopolskie,Tarnów,Nowy Świat,47, 33047,165
1339,Germany,North Rhine-Westphalia,Cologne,Hohe Straße,9, 50004,255
1340,Poland,Małopolskie,Tarnów,Nowy Świat,46, 33047,165
1341,Ukraine,Odesa region,Chornomorsk,Heroiv Stalingrada St,6, 69023,102
1342,Ukraine,Kyiv region,Irpin,Tsentralnyi Park Ave,34, 08026,30
1343,Hungary,Transdanubia,Pécs,Tímár utca,47, 76097,429
1344,Hungary,Central Hungary,Budapest,Rákóczi út,11, 10034,377
1345,Romania,Bucharest-Ilfov,Otopeni,Strada Viitorului,16, 07025,317
1346,Romania,Bucharest-Ilfov,Bucharest,Bulevardul Unirii,19, 01015,305
1347,Poland,Dolnośląskie,Jelenia Góra,Wolności St,15, 58044,210
1348,Romania,Bucharest-Ilfov,Otopeni,Calea Bucureștilor,7, 07003,315
1349,Hungary,Northern Great Plain,Debrecen,Piac utca,48, 40007,397
1350,Germany,North Rhine-Westphalia,Bonn,Colmantstraße,15, 53064,283
1351,Poland,Dolnośląskie,Jelenia Góra,Matejki St,37, 58087,214
1352,Romania,Cluj,Turda,Strada Trandafirilor,39, 41087,346
1353,Ukraine,Lviv region,Drohobych,Shevchenka St,8, 82003,53
1354,Romania,Cluj,Cluj-Napoca,Strada Avram Iancu,31, 40066,333
1355,Romania,Timiș,Timișoara,Bulevardul Liviu Rebreanu,49, 30098,359
1356,Ukraine,Kyiv region,Kyiv,Saksahanskoho St,38, 01027,6
1357,Ukraine,Kyiv region,Irpin,Kyivska St,2, 08082,36
1358,Poland,Małopolskie,Nowy Sącz,Sobieskiego St,6, 34033,175
1359,Hungary,Northern Great Plain,Nyíregyháza,Széchenyi utca,9, 44044,412
1360,Germany,Bavaria,Nuremberg,Allersberger Straße,35, 90096,241
1361,Romania,Bucharest-Ilfov,Bucharest,Strada Academiei,46, 01077,311
1362,Romania,Bucharest-Ilfov,Bucharest,Strada Academiei,24, 01075,311
1363,Poland,Dolnośląskie,Jelenia Góra,Ogińskiego St,45, 58057,211
1364,Hungary,Transdanubia,Pécs,Munkácsy utca,1, 76052,425
1365,Poland,Małopolskie,Kraków,Starowiślna St,46, 30057,154
1366,Romania,Timiș,Lugoj,Strada Caransebeșului,32, 31006,361
1367,Hungary,Northern Great Plain,Nyíregyháza,Korányi Frigyes utca,5, 44053,413
1368,Germany,North Rhine-Westphalia,Cologne,Neumarkt,48, 50087,263
1369,Poland,Mazowieckie,Radom,Żółkiewskiego St,9, 26074,133
1370,Ukraine,Lviv region,Stryi,Bohdana Khmelnytskoho St,40, 83097,73
1371,Germany,Bavaria,Munich,Theresienstraße,45, 80057,224
1372,Ukraine,Lviv region,Lviv,Lychakivska St,3, 79062,46
1373,Ukraine,Lviv region,Lviv,Svobody Ave,44, 79007,40
1374,Hungary,Transdanubia,Pécs,Jókai tér,1, 76032,423
1375,Ukraine,Odesa region,Izmail,Kotovskoho St,40, 68007,89
1376,Ukraine,Kyiv region,Bila Tserkva,Honchara St,20, 09085,25
1377,Ukraine,Lviv region,Drohobych,Lesi Ukrainky St,46, 82067,59
1378,Ukraine,Odesa region,Chornomorsk,Heroiv Stalingrada St,24, 69025,102
1379,Poland,Dolnośląskie,Legnica,Złotoryjska St,12, 59024,197
1380,Hungary,Northern Great Plain,Debrecen,Kossuth utca,25, 40016,398
1381,Ukraine,Kyiv region,Irpin,Poltavska St,23, 08055,33
1382,Ukraine,Kyiv region,Bila Tserkva,Soborna Sq,30, 09016,18
1383,Ukraine,Odesa region,Chornomorsk,Nezalezhnosti St,35, 69036,103
1384,Ukraine,Lviv region,Lviv,Horodotska St,19, 79055,45
1385,Ukraine,Odesa region,Chornomorsk,Heroiv Stalingrada St,4, 69023,102
1386,Poland,Mazowieckie,Radom,Konstytucji 3 Maja St,37, 26087,134
1387,Ukraine,Odesa region,Odesa,Bunina St,20, 650115,87
1388,Poland,Małopolskie,Kraków,Długa St,2, 30072,156
1389,Poland,Dolnośląskie,Jelenia Góra,Sudecka St,37, 58037,209
1390,Ukraine,Odesa region,Izmail,Myru St,24, 68055,94
1391,Ukraine,Lviv region,Drohobych,Mazepy St,26, 82036,56
1392,Poland,Dolnośląskie,Wrocław,Krupnicza St,47, 50057,189
1393,Poland,Małopolskie,Nowy Sącz,Broniewskiego St,4, 34083,180
1394,Germany,North Rhine-Westphalia,Bonn,Colmantstraße,8, 53063,283
1395,Germany,Bavaria,Nuremberg,Allersberger Straße,44, 90097,241
1396,Romania,Bucharest-Ilfov,Bucharest,Calea Moșilor,14, 01024,306
1397,Romania,Cluj,Turda,Strada Gării,3, 41072,345
1398,Ukraine,Kyiv region,Bila Tserkva,Honchara St,21, 09085,25
1399,Germany,North Rhine-Westphalia,Bonn,Kölnstraße,13, 53074,284
1400,Germany,North Rhine-Westphalia,Düsseldorf,Flinger Straße,47, 40027,268
1401,Germany,Bavaria,Munich,Dachauer Straße,40, 80087,227
1402,Germany,North Rhine-Westphalia,Cologne,Severinstraße,48, 50057,260
1403,Romania,Cluj,Turda,Strada Republicii,28, 41006,338
1404,Germany,North Rhine-Westphalia,Cologne,Hohe Straße,1, 50002,255
1405,Ukraine,Lviv region,Stryi,Kopernyka St,34, 83036,67
1406,Hungary,Transdanubia,Győr,Kazinczy utca,32, 90046,435
1407,Romania,Bucharest-Ilfov,Bucharest,Șoseaua Pantelimon,42, 01087,312
1408,Germany,North Rhine-Westphalia,Cologne,Venloer Straße,21, 50045,259
1409,Ukraine,Odesa region,Izmail,Suvorova St,41, 68017,90
1410,Romania,Cluj,Cluj-Napoca,Strada Dorobanților,25, 40096,336
1411,Hungary,Transdanubia,Pécs,Petőfi utca,48, 76087,428
1412,Ukraine,Kyiv region,Kyiv,Saksahanskoho St,1, 01022,6
1413,Ukraine,Lviv region,Lviv,Svobody Ave,45, 79007,40
1414,Germany,Berlin,Berlin,Unter den Linden,7, 10003,289
1415,Ukraine,Lviv region,Lviv,Halytska St,6, 79083,48
1416,Germany,North Rhine-Westphalia,Düsseldorf,Königsallee,42, 40007,266
1417,Poland,Dolnośląskie,Legnica,Pocztowa St,5, 59073,202
1418,Hungary,Northern Great Plain,Debrecen,Nagyerdei körút,26, 40026,399
1419,Romania,Timiș,Timișoara,Strada Gheorghe Lazăr,33, 30046,354
1420,Germany,North Rhine-Westphalia,Cologne,Schildergasse,5, 50013,256
1421,Ukraine,Lviv region,Drohobych,Tobilevycha St,38, 82077,60
1422,Poland,Małopolskie,Kraków,Grodzka St,5, 30013,150
1423,Romania,Bucharest-Ilfov,Bucharest,Bulevardul Timișoara,26, 01096,313
1424,Poland,Dolnośląskie,Wrocław,Ruska St,32, 50036,187
1425,Poland,Dolnośląskie,Wrocław,Krupnicza St,43, 50057,189
1426,Germany,Bavaria,Nuremberg,Breite Gasse,41, 90027,234
1427,Romania,Cluj,Cluj-Napoca,Strada Dorobanților,27, 40096,336
1428,Poland,Małopolskie,Tarnów,Słowackiego St,6, 33033,164
1429,Poland,Dolnośląskie,Jelenia Góra,Wolności St,33, 58046,210
1430,Romania,Bucharest-Ilfov,Otopeni,Strada Crinului,16, 07045,319
1431,Ukraine,Lviv region,Lviv,Halytska St,42, 79087,48
1432,Poland,Mazowieckie,Radom,Konstytucji 3 Maja St,26, 26086,134
1433,Poland,Małopolskie,Tarnów,Krakowska St,37, 33017,162
1434,Poland,Mazowieckie,Warsaw,Nowy Świat,24, 01025,115
1435,Poland,Mazowieckie,Płock,Bielska St,39,09037,140
1436,Poland,Mazowieckie,Radom,Żeromskiego St,18, 26005,126
1437,Romania,Bucharest-Ilfov,Bucharest,Calea Victoriei,31, 01006,304
1438,Hungary,Northern Great Plain,Nyíregyháza,Kertvárosi utca,40, 44087,416
1439,Ukraine,Kyiv region,Kyiv,Velyka Vasylkivska St,39, 01017,5
1440,Ukraine,Lviv region,Drohobych,Mazepy St,5, 82033,56
1441,Ukraine,Odesa region,Izmail,Bohdana Khmelnytskoho St,46, 68097,98
1442,Romania,Bucharest-Ilfov,Bucharest,Șoseaua Kiseleff,19, 01035,307
1443,Ukraine,Odesa region,Chornomorsk,Myru Ave,42, 69017,101
1444,Germany,North Rhine-Westphalia,Bonn,Kölnstraße,43, 53077,284
1445,Hungary,Northern Great Plain,Nyíregyháza,Kertvárosi utca,9, 44084,416
1446,Ukraine,Lviv region,Drohobych,Mazepy St,2, 82032,56
1447,Hungary,Central Hungary,Szentendre,Bogdányi út,15, 20034,388
1448,Ukraine,Odesa region,Izmail,Pushkina St,49, 68048,93
1449,Ukraine,Kyiv region,Kyiv,Naberezhne Hwy,41, 01057,9
1450,Ukraine,Kyiv region,Irpin,Kyivska St,41, 08087,36
1451,Germany,North Rhine-Westphalia,Cologne,Schildergasse,26, 50016,256
1452,Ukraine,Odesa region,Odesa,Fontanska Rd,6, 65073,83
1453,Hungary,Transdanubia,Pécs,Hunyadi János utca,7, 76063,426
1454,Romania,Cluj,Cluj-Napoca,Calea Turzii,33, 40036,330
1455,Hungary,Central Hungary,Budapest,Üllői út,26, 10086,382
1456,Romania,Bucharest-Ilfov,Bucharest,Bulevardul Unirii,25, 01016,305
1457,Ukraine,Lviv region,Lviv,Zelena St,40, 79097,49
1458,Germany,Bavaria,Munich,Maximilianstraße,48, 80027,221
1459,Poland,Małopolskie,Kraków,Basztowa St,47, 30087,157
1460,Germany,North Rhine-Westphalia,Bonn,Berliner Freiheit,16, 53055,282
1461,Poland,Dolnośląskie,Jelenia Góra,Piłsudskiego St,32, 58016,207
1462,Germany,North Rhine-Westphalia,Cologne,Aachener Straße,12, 50034,258
1463,Germany,North Rhine-Westphalia,Bonn,Colmantstraße,6, 53063,283
1464,Germany,Berlin,Berlin,Prenzlauer Allee,26, 100116,300
1465,Ukraine,Lviv region,Stryi,Horodotska St,15, 83054,69
1466,Romania,Cluj,Turda,Strada Tineretului,30, 41066,344
1467,Ukraine,Odesa region,Izmail,Lermontova St,1, 68072,96
1468,Romania,Bucharest-Ilfov,Otopeni,Strada Tudor Vladimirescu,25, 07096,324
1469,Germany,Bavaria,Nuremberg,Königstraße,36, 90007,232
1470,Poland,Dolnośląskie,Legnica,Wrocławska St,3, 59012,196
1471,Hungary,Northern Great Plain,Nyíregyháza,Bethlen Gábor utca,18, 44065,414
1472,Germany,North Rhine-Westphalia,Cologne,Schildergasse,46, 50017,256
1473,Germany,Bavaria,Nuremberg,Breite Gasse,35, 90026,234
1474,Germany,Bavaria,Nuremberg,Vestnertorgraben,22, 90075,239
1475,Ukraine,Lviv region,Drohobych,Truskavetska St,46, 82047,57
1476,Poland,Małopolskie,Nowy Sącz,Broniewskiego St,8, 34083,180
1477,Germany,North Rhine-Westphalia,Bonn,Breite Straße,20, 53095,286
1478,Poland,Mazowieckie,Płock,Graniczna St,43,09047,141
1479,Romania,Bucharest-Ilfov,Otopeni,Strada Griviței,21, 07065,321
1480,Hungary,Transdanubia,Győr,Kálvária út,8, 90033,434
1481,Ukraine,Lviv region,Stryi,Shevchenka St,17, 83005,64
1482,Ukraine,Odesa region,Izmail,Kotovskoho St,35, 68006,89
1483,Hungary,Transdanubia,Pécs,Jókai tér,38, 76037,423
1484,Hungary,Central Hungary,Budapest,Üllői út,41, 10087,382
1485,Romania,Cluj,Cluj-Napoca,Strada George Barițiu,6, 40083,335
1486,Germany,Bavaria,Munich,Dachauer Straße,49, 80088,227
1487,Ukraine,Lviv region,Drohobych,Stryiska St,44, 82027,55
1488,Romania,Timiș,Timișoara,Strada Gheorghe Lazăr,21, 30045,354
1489,Poland,Mazowieckie,Warsaw,Chmielna St,38, 01077,120
1490,Germany,Berlin,Berlin,Kurfürstendamm,3, 10022,291
1491,Hungary,Northern Great Plain,Debrecen,Nyíl utca,34, 40096,406
1492,Ukraine,Kyiv region,Kyiv,Kharkivske Hwy,12, 01064,10
1493,Germany,Bavaria,Munich,Ludwigstraße,48, 80017,220
1494,Hungary,Northern Great Plain,Debrecen,Arany János utca,25, 40066,403
1495,Hungary,Central Hungary,Budapest,Margit körút,3, 10062,380
1496,Hungary,Northern Great Plain,Nyíregyháza,Korányi Frigyes utca,12, 44054,413
1497,Hungary,Northern Great Plain,Nyíregyháza,Széchenyi utca,47, 44047,412
1498,Hungary,Transdanubia,Pécs,Munkácsy utca,26, 76056,425
1499,Germany,Bavaria,Augsburg,Ulmer Straße,1, 86032,246
1500,Poland,Mazowieckie,Warsaw,Świętokrzyska St,26, 01066,119
1501,Hungary,Transdanubia,Győr,Munkás utca,40, 90057,436
1502,Hungary,Transdanubia,Pécs,Ferencesek utcája,5, 76013,421
1503,Germany,Bavaria,Munich,Sonnenstraße,3, 80092,228
1504,Poland,Dolnośląskie,Jelenia Góra,Sobieskiego St,10, 58064,212
1505,Germany,North Rhine-Westphalia,Cologne,Severinstraße,12, 50054,260
1506,Germany,North Rhine-Westphalia,Düsseldorf,Ratinger Straße,45, 40097,275
1507,Romania,Timiș,Lugoj,Strada Cloșca,10, 31074,368
1508,Romania,Bucharest-Ilfov,Otopeni,Strada Griviței,45, 07067,321
1509,Ukraine,Kyiv region,Irpin,Universytetska St,11, 08014,29
1510,Germany,Berlin,Berlin,Karl-Marx-Allee,30, 10036,292
1511,Hungary,Northern Great Plain,Nyíregyháza,Kossuth tér,22, 44005,408
1512,Ukraine,Odesa region,Izmail,Myru St,8, 68053,94
1513,Poland,Dolnośląskie,Legnica,Najświętszej Marii Panny St,42, 59007,195
1514,Hungary,Central Hungary,Szentendre,Duna korzó,43, 20027,387
1515,Hungary,Transdanubia,Pécs,Hunyadi János utca,33, 76066,426
1516,Poland,Małopolskie,Kraków,Starowiślna St,41, 30057,154
1517,Ukraine,Odesa region,Chornomorsk,Kyivska St,45, 69087,108
1518,Poland,Mazowieckie,Warsaw,Tamka St,10, 01054,118
1519,Hungary,Transdanubia,Győr,Kazinczy utca,4, 90043,435
1520,Poland,Dolnośląskie,Legnica,Złotoryjska St,33, 59026,197
1521,Ukraine,Lviv region,Stryi,Kopernyka St,18, 83035,67
1522,Hungary,Northern Great Plain,Nyíregyháza,Széchenyi utca,7, 44043,412
1523,Germany,Bavaria,Munich,Ludwigstraße,39, 80017,220
1524,Ukraine,Kyiv region,Kyiv,Ivana Franka St,29, 010106,14
1525,Hungary,Northern Great Plain,Nyíregyháza,Korányi Frigyes utca,31, 44056,413
1526,Hungary,Central Hungary,Budapest,Bajcsy-Zsilinszky út,18, 10095,383
1527,Hungary,Transdanubia,Pécs,Citrom utca,25, 76046,424
1528,Germany,Bavaria,Munich,Brienner Straße,22, 80065,225
1529,Poland,Małopolskie,Tarnów,Słowackiego St,42, 33037,164
1530,Hungary,Transdanubia,Győr,Teleki László utca,6, 90083,439
1531,Romania,Cluj,Turda,Strada Mihai Viteazul,30, 41046,342
1532,Hungary,Transdanubia,Pécs,Citrom utca,16, 76045,424
1533,Germany,Bavaria,Nuremberg,Breite Gasse,11, 90024,234
1534,Poland,Mazowieckie,Płock,Mazowiecka St,40,09087,145
1535,Ukraine,Odesa region,Odesa,Italiiska St,13, 650104,86
1536,Ukraine,Lviv region,Drohobych,Stryiska St,13, 82024,55
1537,Romania,Bucharest-Ilfov,Bucharest,Bulevardul Magheru,5, 01063,310
1538,Romania,Cluj,Turda,Strada Trandafirilor,24, 41085,346
1539,Poland,Małopolskie,Kraków,Floriańska St,16, 30005,149
1540,Ukraine,Kyiv region,Kyiv,Dmytrivska St,21, 01075,11
1541,Poland,Mazowieckie,Płock,Graniczna St,16,09045,141
1542,Hungary,Northern Great Plain,Nyíregyháza,Rákóczi utca,43, 44027,410
1543,Romania,Cluj,Turda,Strada Mihai Viteazul,16, 41045,342
1544,Ukraine,Odesa region,Odesa,Ryshelievska St,48, 65057,81
1545,Hungary,Northern Great Plain,Debrecen,Kossuth utca,35, 40016,398
1546,Ukraine,Odesa region,Odesa,Ryshelievska St,5, 65053,81
1547,Ukraine,Odesa region,Odesa,Uspenska St,37, 65047,80
1548,Germany,North Rhine-Westphalia,Bonn,Oxfordstraße,27, 53026,279
1549,Ukraine,Odesa region,Odesa,Primorsky Blvd,31, 65016,77
1550,Romania,Timiș,Timișoara,Bulevardul Revoluției,28, 30016,351
1551,Germany,Bavaria,Augsburg,Maximilianstraße,11, 86004,243
1552,Poland,Mazowieckie,Radom,Moniuszki St,33, 26096,135
1553,Romania,Bucharest-Ilfov,Bucharest,Calea Victoriei,47, 01007,304
1554,Germany,Bavaria,Augsburg,Frauentorstraße,31, 86076,250
1555,Poland,Dolnośląskie,Wrocław,Krupnicza St,4, 50053,189
1556,Hungary,Northern Great Plain,Debrecen,Csapó utca,7, 40043,401
1557,Hungary,Northern Great Plain,Nyíregyháza,Korányi Frigyes utca,25, 44056,413
1558,Hungary,Northern Great Plain,Nyíregyháza,Bethlen Gábor utca,9, 44064,414
1559,Hungary,Northern Great Plain,Nyíregyháza,Dózsa György utca,37, 44017,409
1560,Ukraine,Lviv region,Stryi,Chornovola St,21, 83065,70
1561,Hungary,Northern Great Plain,Debrecen,Béke utca,29, 40076,404
1562,Germany,Bavaria,Munich,Schwanthalerstraße,34, 80076,226
1563,Ukraine,Kyiv region,Kyiv,Velyka Vasylkivska St,41, 01017,5
1564,Hungary,Transdanubia,Győr,Munkás utca,45, 90057,436
1565,Ukraine,Lviv region,Drohobych,Mazepy St,17, 82035,56
1566,Ukraine,Kyiv region,Kyiv,Lesi Ukrainky Blvd,30, 010116,15
1567,Ukraine,Lviv region,Lviv,Lychakivska St,8, 79063,46
1568,Poland,Małopolskie,Nowy Sącz,Sobieskiego St,36, 34037,175
1569,Germany,Bavaria,Nuremberg,Vestnertorgraben,45, 90077,239
1570,Germany,Bavaria,Munich,Theresienstraße,41, 80057,224
1571,Poland,Mazowieckie,Warsaw,Marszałkowska St,39, 01017,114
1572,Ukraine,Lviv region,Stryi,Shevchenka St,30, 83006,64
1573,Hungary,Transdanubia,Pécs,Hunyadi János utca,23, 76065,426
1574,Romania,Cluj,Turda,Strada Republicii,24, 41005,338
1575,Ukraine,Kyiv region,Irpin,Sadova St,15, 08074,35
1576,Ukraine,Kyiv region,Irpin,Centralna St,9, 08004,28
1577,Poland,Mazowieckie,Radom,Żółkiewskiego St,35, 26076,133
1578,Ukraine,Lviv region,Drohobych,Lesi Ukrainky St,12, 82064,59
1579,Germany,Bavaria,Munich,Sendlinger Straße,36, 80047,223
1580,Germany,Bavaria,Munich,Ludwigstraße,36, 80017,220
1581,Ukraine,Odesa region,Chornomorsk,Myru Ave,36, 69017,101
1582,Ukraine,Kyiv region,Kyiv,Khreshchatyk St,12, 01004,4
1583,Germany,North Rhine-Westphalia,Düsseldorf,Ackerstraße,47, 40077,273
1584,Hungary,Northern Great Plain,Debrecen,Darabos utca,5, 40053,402
1585,Poland,Małopolskie,Tarnów,Klikowska St,10, 33064,167
1586,Hungary,Transdanubia,Pécs,Rákóczi út,32, 76026,422
1587,Ukraine,Kyiv region,Bila Tserkva,Yaroslav Mudryi St,4, 09003,17
1588,Romania,Cluj,Turda,Strada Gării,46, 41077,345
1589,Hungary,Transdanubia,Pécs,Király utca,25, 76006,420
1590,Poland,Mazowieckie,Płock,Tumska St,3,09002,137
1591,Hungary,Central Hungary,Szentendre,Fő tér,8, 20003,385
1592,Germany,North Rhine-Westphalia,Cologne,Venloer Straße,40, 50047,259
1593,Ukraine,Odesa region,Chornomorsk,Myru Ave,49, 69018,101
1594,Romania,Bucharest-Ilfov,Bucharest,Strada Lipscani,33, 01056,309
1595,Hungary,Central Hungary,Budapest,Nagykörút,40, 10077,381
