sale_id,order_id,wh_id,quantity,discount
8552,2138,6104,10,0
8553,2138,10253,2,0
8554,2138,11237,2,0
8555,2138,20800,8,0
8556,2138,21003,10,0
8557,2139,788,8,0.05
8558,2139,6471,5,0.05
8559,2139,10545,8,0.05
8560,2139,12769,7,0.05
8561,2139,17854,9,0.05
8562,2139,19855,9,0.05
8563,2140,66,2,0
8564,2140,734,7,0
8565,2140,13389,2,0
8566,2140,16161,3,0
8567,2141,1586,3,0
8568,2141,4794,10,0
8569,2141,5664,8,0
8570,2141,7787,3,0
8571,2141,23472,4,0
8572,2142,162,6,0
8573,2142,1193,2,0
8574,2142,8878,3,0
8575,2142,12761,5,0
8576,2142,21904,9,0
8577,2142,23723,5,0
8578,2143,6634,7,0
8579,2143,7430,10,0
8580,2143,14915,9,0
8581,2144,23630,9,0
8582,2145,12636,6,0
8583,2145,15221,7,0
8584,2145,19007,10,0
8585,2145,20906,6,0
8586,2145,21989,8,0
8587,2146,3364,9,0
8588,2146,4113,10,0
8589,2146,5050,4,0
8590,2146,7743,3,0
8591,2146,8500,8,0
8592,2146,9401,2,0
8593,2146,20890,8,0
8594,2147,11430,2,0.05
8595,2148,16391,10,0
8596,2148,22799,4,0
8597,2148,23235,9,0
8598,2149,3559,3,0
8599,2149,8807,1,0
8600,2149,14204,5,0
8601,2149,16651,1,0
8602,2149,19432,3,0
8603,2150,5793,4,0
8604,2151,3595,3,0
8605,2151,17895,5,0
8606,2151,23965,9,0
8607,2152,1595,7,0
8608,2152,2495,4,0
8609,2153,1284,4,0
8610,2153,7434,4,0
8611,2153,7811,5,0
8612,2153,12149,6,0
8613,2153,13428,8,0
8614,2153,18170,7,0
8615,2153,21522,1,0
8616,2154,1990,9,0
8617,2154,4794,4,0
8618,2154,5444,8,0
8619,2154,8589,10,0
8620,2155,19004,9,0
8621,2156,5924,8,0
8622,2156,9221,9,0
8623,2156,9244,7,0
8624,2156,14358,1,0
8625,2156,18432,10,0
8626,2157,12585,10,0
8627,2158,1249,5,0
8628,2158,1564,6,0
8629,2158,3903,9,0
8630,2158,7579,3,0
8631,2158,14551,10,0
8632,2158,15393,9,0
8633,2158,17689,4,0
8634,2159,6572,2,0
8635,2160,3652,10,0
8636,2160,6753,5,0
8637,2160,19509,10,0
8638,2161,8759,7,0
8639,2161,12507,4,0
8640,2161,22056,6,0
8641,2162,17269,4,0
8642,2162,17821,7,0
8643,2162,19249,9,0
8644,2163,2638,7,0
8645,2163,9721,7,0
8646,2163,11226,6,0
8647,2163,20070,3,0
8648,2163,20459,1,0
8649,2163,22399,6,0
8650,2164,13990,7,0
8651,2165,11722,9,0
8652,2165,13685,5,0
8653,2165,18909,4,0
8654,2165,24225,9,0
8655,2166,3078,5,0.05
8656,2167,1393,3,0.05
8657,2167,2272,2,0.05
8658,2167,21975,1,0.05
8659,2167,22818,8,0.05
8660,2167,22964,3,0.05
8661,2167,23356,4,0.05
8662,2168,2440,1,0
8663,2168,2681,1,0
8664,2168,3691,1,0
8665,2168,7326,9,0
8666,2168,9762,9,0
8667,2168,11938,5,0
8668,2168,17232,1,0
8669,2169,6115,7,0
8670,2169,9113,4,0
8671,2169,14077,4,0
8672,2169,21143,6,0
8673,2170,65,3,0
8674,2170,1626,6,0
8675,2170,7050,4,0
8676,2170,9040,4,0
8677,2170,13754,2,0
8678,2170,14308,7,0
8679,2170,20203,2,0
8680,2171,5622,6,0
8681,2171,7809,7,0
8682,2171,15128,3,0
8683,2172,15608,8,0
8684,2172,22701,3,0
8685,2173,12164,9,0
8686,2173,16888,2,0
8687,2174,2354,9,0
8688,2174,3390,10,0
8689,2174,5556,1,0
8690,2174,17469,9,0
8691,2174,21097,3,0
8692,2175,3392,4,0
8693,2176,2429,10,0
8694,2176,9576,4,0
8695,2176,13386,4,0
8696,2176,22759,7,0
8697,2177,16106,1,0
8698,2177,19491,10,0
8699,2178,4889,7,0
8700,2178,15533,2,0
8701,2178,22435,3,0
8702,2178,23497,9,0
8703,2179,3002,3,0.05
8704,2179,4406,9,0.05
8705,2179,7807,6,0.05
8706,2179,19149,6,0.05
8707,2179,22712,6,0.05
8708,2179,22831,5,0.05
8709,2180,1649,8,0
8710,2180,5093,1,0
8711,2181,5738,3,0.05
8712,2182,6912,8,0
8713,2182,15439,4,0
8714,2182,16799,1,0
8715,2183,3913,1,0
8716,2183,16481,10,0
8717,2184,4332,10,0
8718,2184,7105,8,0
8719,2184,12910,1,0
8720,2184,14281,6,0
8721,2184,17596,6,0
8722,2185,5383,3,0
8723,2185,5785,5,0
8724,2185,5951,9,0
8725,2185,7976,10,0
8726,2185,9573,10,0
8727,2185,16935,7,0
8728,2185,21563,1,0
8729,2186,9627,4,0
8730,2186,11705,1,0
8731,2187,1323,4,0
8732,2187,3896,5,0
8733,2187,6060,8,0
8734,2187,7941,6,0
8735,2187,9545,7,0
8736,2187,23513,5,0
8737,2188,13097,5,0
8738,2188,22352,1,0
8739,2189,12694,7,0
8740,2190,14401,7,0
8741,2191,9575,2,0
8742,2191,13575,5,0
8743,2191,22473,1,0
8744,2192,1065,9,0
8745,2192,4141,10,0
8746,2192,5444,10,0
8747,2192,7306,10,0
8748,2192,7347,7,0
8749,2192,21430,6,0
8750,2193,6337,3,0
8751,2193,7132,2,0
8752,2193,8005,6,0
8753,2193,14678,6,0
8754,2193,18926,10,0
8755,2193,24133,7,0
8756,2194,2264,5,0
8757,2194,4739,4,0
8758,2194,7966,9,0
8759,2194,17293,3,0
8760,2195,9131,5,0
8761,2195,12262,3,0
8762,2196,6452,1,0
8763,2196,8990,8,0
8764,2196,11640,9,0
8765,2196,15882,5,0
8766,2196,18402,4,0
8767,2196,23985,8,0
8768,2197,7440,3,0
8769,2197,9770,3,0
8770,2197,10188,9,0
8771,2197,12465,1,0
8772,2197,24119,1,0
8773,2198,325,1,0
8774,2198,4366,7,0
8775,2199,8009,9,0.05
8776,2199,8862,7,0.05
8777,2200,362,6,0
8778,2200,11451,6,0
8779,2200,18646,8,0
8780,2201,2170,10,0
8781,2201,4378,4,0
8782,2201,5751,9,0
8783,2201,7925,7,0
8784,2201,22185,10,0
8785,2201,23138,1,0
8786,2202,3838,3,0
8787,2202,4457,3,0
8788,2202,4542,3,0
8789,2202,11843,5,0
8790,2203,11401,8,0
8791,2203,13415,1,0
8792,2203,14845,3,0
8793,2203,16439,9,0
8794,2203,19005,4,0
8795,2204,536,10,0
8796,2204,2974,9,0
8797,2204,7024,5,0
8798,2204,10351,5,0
8799,2205,6042,5,0
8800,2205,8764,2,0
8801,2205,9046,4,0
8802,2205,17244,4,0
8803,2205,18256,4,0
8804,2206,2312,7,0.05
8805,2206,9381,10,0.05
8806,2206,12413,8,0.05
8807,2206,15139,5,0.05
8808,2206,18733,8,0.05
8809,2206,23793,6,0.05
8810,2207,12494,9,0
8811,2207,13646,1,0
8812,2207,21797,8,0
8813,2207,23981,7,0
8814,2208,4154,9,0
8815,2208,5197,5,0
8816,2208,7598,1,0
8817,2208,10745,2,0
8818,2208,14236,8,0
8819,2208,18056,1,0
8820,2209,1860,4,0
8821,2209,2283,2,0
8822,2209,12961,5,0
8823,2209,13289,9,0
8824,2209,15205,1,0
8825,2209,15437,2,0
8826,2209,20149,2,0
8827,2210,683,8,0
8828,2210,12747,7,0
8829,2210,16056,9,0
8830,2210,20329,9,0
8831,2210,20516,4,0
8832,2210,20954,4,0
8833,2211,1543,2,0
8834,2211,4480,3,0
8835,2211,16201,9,0
8836,2211,18579,10,0
8837,2211,20207,10,0
8838,2211,20772,7,0
8839,2212,1104,9,0
8840,2212,4276,4,0
8841,2212,10104,6,0
8842,2212,13326,1,0
8843,2212,13599,10,0
8844,2213,14614,6,0
8845,2213,22225,9,0
8846,2214,13970,6,0
8847,2214,22435,10,0
8848,2215,1332,4,0.05
8849,2215,4367,2,0.05
8850,2215,8893,3,0.05
8851,2215,13427,6,0.05
8852,2215,20556,4,0.05
8853,2215,20683,2,0.05
8854,2216,110,4,0
8855,2216,6397,4,0
8856,2216,11654,5,0
8857,2216,12043,9,0
8858,2216,14176,2,0
8859,2216,15758,6,0
8860,2216,23223,5,0
8861,2217,1065,2,0
8862,2217,1125,9,0
8863,2217,6329,4,0
8864,2217,7090,8,0
8865,2217,13673,10,0
8866,2217,15477,10,0
8867,2218,12574,2,0
8868,2218,14914,6,0
8869,2218,16304,2,0
8870,2218,16402,4,0
8871,2218,19063,1,0
8872,2218,23798,4,0
8873,2219,2842,2,0
8874,2219,10664,9,0
8875,2219,23256,3,0
8876,2220,14865,10,0
8877,2220,15926,5,0
8878,2220,22916,8,0
8879,2221,4938,1,0
8880,2221,12661,1,0
8881,2221,14835,5,0
8882,2221,15403,1,0
8883,2221,23480,7,0
8884,2222,15583,10,0
8885,2222,16439,2,0
8886,2222,19539,2,0
8887,2222,19626,1,0
8888,2222,22833,2,0
8889,2223,683,9,0
8890,2223,1692,6,0
8891,2223,2170,10,0
8892,2223,15193,10,0
8893,2223,17259,1,0
8894,2223,22622,5,0
8895,2224,1565,9,0
8896,2224,4527,3,0
8897,2224,6279,5,0
8898,2224,11758,9,0
8899,2224,16347,7,0
8900,2224,19913,2,0
8901,2224,20703,8,0
8902,2225,2202,10,0
8903,2225,3161,6,0
8904,2225,3635,7,0
8905,2225,7939,8,0
8906,2225,9111,7,0
8907,2225,9169,8,0
8908,2225,10242,8,0
8909,2226,7009,1,0
8910,2226,7260,9,0
8911,2226,19258,10,0
8912,2226,20515,4,0
8913,2226,21542,5,0
8914,2227,545,9,0
8915,2228,21534,4,0
8916,2229,8155,3,0
8917,2230,1617,3,0
8918,2230,4814,8,0
8919,2230,5230,7,0
8920,2230,11304,5,0
8921,2230,12969,6,0
8922,2230,14816,10,0
8923,2230,16040,5,0
8924,2231,7709,1,0
8925,2231,12086,3,0
8926,2231,13569,9,0
8927,2231,17273,4,0
8928,2232,1034,5,0
8929,2232,1136,5,0
8930,2232,7649,7,0
8931,2232,8537,10,0
8932,2232,19530,3,0
8933,2232,23142,2,0
8934,2233,938,1,0
8935,2233,6055,10,0
8936,2233,6072,4,0
8937,2233,19795,5,0
8938,2234,8712,4,0
8939,2234,9429,4,0
8940,2234,9468,2,0
8941,2234,9724,10,0
8942,2234,20442,9,0
8943,2235,3496,4,0
8944,2235,8379,4,0
8945,2235,9214,6,0
8946,2235,14528,4,0
8947,2235,14543,8,0
8948,2235,20436,1,0
8949,2235,22604,10,0
8950,2236,18503,2,0
8951,2237,2034,4,0
8952,2237,3769,8,0
8953,2237,13183,4,0
8954,2237,13869,8,0
8955,2237,15873,4,0
8956,2237,23830,6,0
8957,2238,4851,2,0
8958,2238,16108,1,0
8959,2238,20646,5,0
8960,2239,867,5,0
8961,2239,1867,6,0
8962,2239,4676,7,0
8963,2239,8790,3,0
8964,2239,19095,6,0
8965,2239,20956,1,0
8966,2239,22713,4,0
8967,2240,18897,5,0
8968,2240,20886,2,0
8969,2241,1151,6,0
8970,2242,4904,3,0.05
8971,2242,8592,7,0.05
8972,2242,12269,10,0.05
8973,2242,16920,6,0.05
8974,2242,22120,1,0.05
8975,2243,3785,2,0
8976,2243,10784,5,0
8977,2243,15183,9,0
8978,2243,15686,3,0
8979,2243,17422,5,0
8980,2243,17429,7,0
8981,2244,6522,4,0
8982,2245,2681,7,0
8983,2245,4039,1,0
8984,2245,5872,2,0
8985,2245,10073,3,0
8986,2245,12013,1,0
8987,2245,18714,9,0
8988,2246,5305,9,0
8989,2246,7738,7,0
8990,2246,14452,7,0
8991,2246,20119,4,0
8992,2246,21157,5,0
8993,2246,22205,9,0
8994,2247,12020,7,0
8995,2247,16710,2,0
8996,2248,5740,6,0
8997,2248,6860,4,0
8998,2248,8362,2,0
8999,2248,11092,3,0
9000,2248,23634,7,0
9001,2249,1030,10,0
9002,2249,1732,10,0
9003,2249,9570,6,0
9004,2249,10249,10,0
9005,2250,2616,6,0
9006,2250,7535,5,0
9007,2250,8915,3,0
9008,2250,9616,4,0
9009,2250,17136,6,0
9010,2251,1974,10,0
9011,2251,4747,10,0
9012,2251,6469,5,0
9013,2251,14101,1,0
9014,2251,17177,2,0
9015,2251,18675,1,0
9016,2251,22364,2,0
9017,2252,20386,5,0
9018,2253,5010,1,0
9019,2253,5227,6,0
9020,2253,12140,7,0
9021,2253,14007,4,0
9022,2253,19677,3,0
9023,2254,3340,9,0
9024,2254,22836,2,0
9025,2254,23390,3,0
9026,2255,5625,1,0
9027,2255,10371,10,0
9028,2255,12723,1,0
9029,2255,12736,7,0
9030,2255,14289,2,0
9031,2255,16238,10,0
9032,2255,16447,4,0
9033,2256,1560,10,0
9034,2256,8274,2,0
9035,2256,16769,6,0
9036,2256,23103,2,0
9037,2257,11195,7,0
9038,2257,17364,6,0
9039,2257,20338,4,0
9040,2258,5626,5,0
9041,2258,6592,2,0
9042,2258,11015,5,0
9043,2258,16483,8,0
9044,2258,19169,6,0
9045,2259,111,3,0
9046,2259,702,5,0
9047,2259,8863,6,0
9048,2259,10106,5,0
9049,2259,18770,7,0
9050,2259,22205,3,0
9051,2260,10091,2,0
9052,2260,11073,1,0
9053,2260,11182,8,0
9054,2260,17392,5,0
9055,2261,753,1,0
9056,2262,8899,10,0
9057,2262,12975,7,0
9058,2263,4180,3,0
9059,2264,241,9,0
9060,2264,4608,10,0
9061,2264,5791,10,0
9062,2264,9454,5,0
9063,2264,15909,2,0
9064,2265,9941,8,0
9065,2265,11409,4,0
9066,2265,11752,8,0
9067,2265,12554,2,0
9068,2265,14964,1,0
9069,2265,20215,3,0
9070,2266,558,3,0
9071,2266,3049,10,0
9072,2266,16295,8,0
9073,2266,20280,4,0
9074,2267,967,4,0
9075,2267,11559,5,0
9076,2267,13467,5,0
9077,2267,20150,7,0
9078,2267,22202,5,0
9079,2267,23774,2,0
9080,2268,8882,1,0
9081,2268,8959,5,0
9082,2268,12855,10,0
9083,2269,10866,3,0
9084,2269,16311,7,0
9085,2269,24040,8,0
9086,2270,13630,2,0
9087,2270,22640,9,0
9088,2271,1841,8,0
9089,2271,1946,7,0
9090,2271,1947,10,0
9091,2271,4009,8,0
9092,2271,12570,4,0
9093,2272,24047,6,0
9094,2273,20894,8,0
9095,2274,6637,8,0
9096,2274,8609,3,0
9097,2274,9428,10,0
9098,2274,12163,1,0
9099,2274,12463,4,0
9100,2274,18922,9,0
9101,2274,19166,10,0
9102,2275,1489,1,0
9103,2276,19630,1,0
9104,2277,6463,10,0
9105,2277,15810,10,0
9106,2277,15812,9,0
9107,2278,8966,10,0
9108,2279,1484,10,0
9109,2279,3369,3,0
9110,2279,7892,8,0
9111,2279,11122,1,0
9112,2279,13987,4,0
9113,2279,22578,3,0
9114,2280,17541,1,0
9115,2280,23557,10,0
9116,2281,8014,6,0.05
9117,2281,17034,1,0.05
9118,2281,18944,8,0.05
9119,2281,23362,5,0.05
9120,2282,12802,7,0
9121,2283,4699,6,0.05
9122,2283,9328,5,0.05
9123,2283,9666,7,0.05
9124,2283,12285,8,0.05
9125,2284,7482,1,0
9126,2284,8150,8,0
9127,2284,11642,7,0
9128,2284,14100,4,0
9129,2284,14634,10,0
9130,2284,22247,10,0
9131,2285,11070,2,0
9132,2286,8719,3,0
9133,2286,12575,8,0
9134,2286,12642,10,0
9135,2286,14612,2,0
9136,2286,20193,3,0
9137,2286,23509,2,0
9138,2287,1690,2,0
9139,2287,7336,9,0
9140,2287,8197,4,0
9141,2287,12327,2,0
9142,2287,15584,3,0
9143,2288,5029,9,0
9144,2288,14184,4,0
9145,2288,19914,1,0
9146,2288,22629,1,0
9147,2289,1248,7,0
9148,2289,6456,4,0
9149,2290,852,7,0
9150,2290,18093,10,0
9151,2290,21157,10,0
9152,2290,22447,4,0
9153,2290,22669,2,0
9154,2291,2875,8,0
9155,2291,14762,5,0
9156,2291,17500,10,0
9157,2291,18632,4,0
9158,2291,20742,4,0
9159,2292,2805,8,0.05
9160,2292,5547,8,0.05
9161,2292,6780,9,0.05
9162,2292,17935,1,0.05
9163,2292,23169,5,0.05
9164,2293,1998,8,0
9165,2293,9369,1,0
9166,2293,12436,4,0
9167,2293,21492,4,0
9168,2294,3900,4,0
9169,2294,10399,3,0
9170,2294,14039,10,0
9171,2294,20590,10,0
9172,2294,20940,5,0
9173,2295,14643,10,0
9174,2295,22528,9,0
9175,2296,7492,6,0
9176,2296,15479,10,0
9177,2296,16629,1,0
9178,2296,17030,3,0
9179,2296,18071,7,0
9180,2296,18439,6,0
9181,2297,21035,1,0
9182,2298,2623,5,0
9183,2298,5311,9,0
9184,2298,9749,5,0
9185,2298,18302,4,0
9186,2298,19019,6,0
9187,2298,22266,6,0
9188,2298,24047,1,0
9189,2299,2949,4,0
9190,2299,3841,5,0
9191,2299,3941,9,0
9192,2299,4824,8,0
9193,2299,5262,4,0
9194,2299,5476,8,0
9195,2299,10611,8,0
9196,2300,814,9,0
9197,2300,1562,9,0
9198,2300,12088,8,0
9199,2300,13241,8,0
9200,2300,14760,3,0
9201,2300,18300,4,0
9202,2301,647,8,0
9203,2301,9363,9,0
9204,2301,10964,3,0
9205,2301,19162,4,0
9206,2302,1219,8,0
9207,2303,440,9,0.05
9208,2303,2580,3,0.05
9209,2303,5842,8,0.05
9210,2303,10459,8,0.05
9211,2303,16438,7,0.05
9212,2304,1428,2,0
9213,2304,1672,5,0
9214,2305,8000,10,0
9215,2305,9624,9,0
9216,2305,9926,6,0
9217,2306,756,3,0
9218,2306,1108,7,0
9219,2306,8883,5,0
9220,2306,10565,3,0
9221,2306,16768,5,0
9222,2307,8892,10,0
9223,2307,12072,8,0
9224,2308,4850,9,0
9225,2308,7737,9,0
9226,2308,13220,2,0
9227,2308,14931,3,0
9228,2308,19166,2,0
9229,2308,21092,10,0
9230,2309,193,4,0
9231,2309,6410,7,0
9232,2309,13189,4,0
9233,2309,15065,7,0
9234,2309,19151,8,0
9235,2310,317,9,0.05
9236,2310,3813,1,0.05
9237,2310,5287,4,0.05
9238,2310,5753,7,0.05
9239,2310,23238,5,0.05
9240,2311,5061,1,0
9241,2311,9462,5,0
9242,2311,12682,4,0
9243,2312,3908,7,0
9244,2312,6361,2,0
9245,2312,9165,6,0
9246,2312,18922,5,0
9247,2312,22396,3,0
9248,2313,12476,7,0
9249,2313,13985,3,0
9250,2314,6279,5,0.05
9251,2314,21856,5,0.05
9252,2314,23575,10,0.05
9253,2315,1845,6,0
9254,2315,5093,10,0
9255,2315,6515,3,0
9256,2315,16806,4,0
9257,2316,1995,2,0
9258,2316,2479,10,0
9259,2316,13075,1,0
9260,2316,13743,7,0
9261,2316,14594,6,0
9262,2317,3261,1,0
9263,2317,7244,2,0
9264,2318,5,1,0
9265,2318,2121,8,0
9266,2319,5014,4,0
9267,2320,19147,1,0.05
9268,2321,2880,6,0
9269,2321,7055,3,0
9270,2321,17502,1,0
9271,2321,21631,4,0
9272,2322,7771,10,0
9273,2322,8647,10,0
9274,2322,10711,5,0
9275,2322,16657,4,0
9276,2322,21773,7,0
9277,2322,24025,3,0
9278,2323,19467,6,0
9279,2324,5696,1,0
9280,2324,9652,5,0
9281,2324,10886,9,0
9282,2324,21323,9,0
9283,2325,5464,5,0
9284,2325,9674,4,0
9285,2325,10475,8,0
9286,2325,15395,3,0
9287,2325,19026,9,0
9288,2325,20693,7,0
9289,2325,22145,3,0
9290,2326,4113,5,0
9291,2326,4849,2,0
9292,2327,16260,1,0
9293,2327,19254,8,0
9294,2328,8831,5,0
9295,2328,9276,4,0
9296,2328,18723,7,0
9297,2328,20065,4,0
9298,2329,3662,1,0
9299,2330,3473,8,0
9300,2330,13254,3,0
9301,2330,17725,3,0
9302,2330,20891,10,0
9303,2330,21124,8,0
9304,2331,4642,1,0
9305,2331,7134,3,0
9306,2332,2199,1,0
9307,2332,6188,1,0
9308,2332,8883,4,0
9309,2332,13133,10,0
9310,2332,16158,6,0
9311,2333,20832,4,0.05
9312,2334,14519,7,0
9313,2335,4646,1,0
9314,2335,17178,1,0
9315,2335,17264,3,0
9316,2335,22813,4,0
9317,2335,23654,2,0
9318,2336,6277,1,0.05
9319,2336,13327,3,0.05
9320,2337,1239,1,0
9321,2337,4883,8,0
9322,2337,7028,5,0
9323,2337,10276,8,0
9324,2337,10353,4,0
9325,2337,11353,2,0
9326,2337,16952,5,0
9327,2338,6945,9,0
9328,2338,20045,3,0
9329,2339,430,5,0
9330,2339,7953,6,0
9331,2339,11291,8,0
9332,2339,16904,2,0
9333,2340,1816,2,0
9334,2340,6974,5,0
9335,2340,7961,7,0
9336,2340,15964,2,0
9337,2340,16619,2,0
9338,2340,18816,5,0
9339,2341,21960,6,0
9340,2342,7865,10,0
9341,2343,84,3,0
9342,2343,4327,3,0
9343,2343,7315,2,0
9344,2343,11290,8,0
9345,2343,19905,6,0
9346,2344,8940,9,0
9347,2345,13275,6,0
9348,2345,16085,6,0
9349,2345,19235,7,0
9350,2345,21774,5,0
9351,2346,1180,10,0
9352,2346,4937,5,0
9353,2346,7112,10,0
9354,2346,14019,5,0
9355,2347,7608,3,0.05
9356,2347,12246,8,0.05
9357,2348,16046,6,0
9358,2348,17266,2,0
9359,2348,20235,2,0
9360,2349,11242,9,0.05
9361,2350,23045,6,0
9362,2351,18576,5,0
9363,2352,5431,3,0
9364,2352,11329,3,0
9365,2352,12746,9,0
9366,2352,16741,8,0
9367,2353,8163,6,0
9368,2353,13084,9,0
9369,2353,20338,3,0
9370,2354,4686,7,0.05
9371,2354,4709,10,0.05
9372,2354,7411,5,0.05
9373,2354,9645,1,0.05
9374,2354,10420,9,0.05
9375,2355,7665,3,0
9376,2355,10020,7,0
9377,2355,13957,4,0
9378,2355,15449,3,0
9379,2355,16108,1,0
9380,2355,19338,1,0
9381,2356,2157,2,0.05
9382,2356,5838,3,0.05
9383,2356,5876,8,0.05
9384,2356,11685,3,0.05
9385,2356,13035,6,0.05
9386,2356,20926,7,0.05
9387,2357,5755,6,0
9388,2357,7882,7,0
9389,2357,10019,8,0
9390,2357,17384,3,0
9391,2358,2303,5,0
9392,2358,4852,7,0
9393,2358,6915,8,0
9394,2358,12825,5,0
9395,2358,14902,8,0
9396,2358,14980,7,0
9397,2358,21958,10,0
9398,2359,10661,7,0
9399,2360,3217,5,0
9400,2360,3644,10,0
9401,2360,6039,10,0
9402,2360,6683,8,0
9403,2360,8877,10,0
9404,2360,14846,4,0
9405,2360,15254,3,0
9406,2361,12117,5,0
9407,2361,17764,5,0
9408,2361,20739,9,0
9409,2361,21003,5,0
9410,2362,1277,9,0
9411,2362,11368,10,0
9412,2362,15789,2,0
9413,2362,22589,10,0
9414,2363,964,8,0
9415,2363,10084,9,0
9416,2363,14100,2,0
9417,2363,15449,8,0
9418,2363,21616,8,0
9419,2364,3635,9,0
9420,2364,19446,3,0
9421,2364,24151,4,0
9422,2365,2729,3,0
9423,2365,4560,3,0
9424,2365,9996,6,0
9425,2365,13687,3,0
9426,2365,14579,7,0
9427,2365,17055,7,0
9428,2366,3101,6,0
9429,2366,5478,2,0
9430,2366,7592,5,0
9431,2366,7825,6,0
9432,2366,8353,5,0
9433,2366,9871,9,0
9434,2366,20218,7,0
9435,2367,1064,6,0
9436,2367,7105,1,0
9437,2367,11509,4,0
9438,2367,18655,1,0
9439,2367,23412,9,0
9440,2367,23598,9,0
9441,2368,548,5,0
9442,2368,6090,1,0
9443,2368,10379,9,0
9444,2368,12731,9,0
9445,2368,13411,5,0
9446,2368,13515,8,0
9447,2368,20360,7,0
9448,2369,553,6,0
9449,2370,2148,8,0
9450,2370,8256,2,0
9451,2370,8587,7,0
9452,2370,21714,4,0
9453,2371,257,3,0
9454,2371,4150,3,0
9455,2371,21801,4,0
9456,2372,17209,10,0
9457,2372,21906,2,0
9458,2372,23241,6,0
9459,2372,23310,3,0
9460,2373,677,6,0
9461,2373,5383,5,0
9462,2373,10298,6,0
9463,2373,22419,6,0
9464,2374,1879,10,0
9465,2374,16714,4,0
9466,2374,17803,2,0
9467,2374,17834,3,0
9468,2375,11118,10,0
9469,2375,11746,8,0
9470,2375,19442,10,0
9471,2375,19918,10,0
9472,2375,21584,4,0
9473,2376,4334,6,0
9474,2376,10411,10,0
9475,2376,20932,4,0
9476,2376,23968,10,0
9477,2377,4990,4,0
9478,2377,5149,7,0
9479,2377,10280,5,0
9480,2377,11492,8,0
9481,2377,12496,10,0
9482,2377,15699,7,0
9483,2378,8760,8,0
9484,2378,12123,4,0
9485,2378,13601,2,0
9486,2378,15812,9,0
9487,2378,23327,1,0
9488,2379,8776,2,0
9489,2379,16514,1,0
9490,2379,21796,2,0
9491,2380,4470,5,0
9492,2380,7023,6,0
9493,2380,17725,8,0
9494,2380,20558,1,0
9495,2381,1559,5,0
9496,2381,8883,2,0
9497,2381,12188,2,0
9498,2381,15403,8,0
9499,2381,20745,9,0
9500,2382,19900,3,0
9501,2383,3835,9,0
9502,2383,5098,7,0
9503,2383,7738,5,0
9504,2383,21052,4,0
9505,2383,23364,5,0
9506,2384,408,10,0
9507,2384,14187,8,0
9508,2385,1728,10,0.05
9509,2385,3298,1,0.05
9510,2386,15195,6,0
9511,2387,4878,1,0
9512,2388,948,2,0
9513,2388,6114,9,0
9514,2388,6116,8,0
9515,2388,11693,6,0
9516,2388,19331,7,0
9517,2388,21939,5,0
9518,2389,4645,1,0
9519,2389,18587,10,0
9520,2390,1725,9,0
9521,2390,13057,1,0
9522,2391,3015,7,0
9523,2391,9772,5,0
9524,2391,16139,6,0
9525,2391,17110,8,0
9526,2392,11549,8,0
9527,2392,12375,2,0
9528,2392,15027,2,0
9529,2392,22628,10,0
9530,2393,4612,2,0
9531,2393,22035,8,0
9532,2394,2730,5,0
9533,2394,17703,3,0
9534,2394,22794,8,0
9535,2395,1494,9,0
9536,2395,13741,2,0
9537,2395,16871,3,0
9538,2395,19944,3,0
9539,2396,1121,2,0
9540,2396,2333,5,0
9541,2396,2599,1,0
9542,2396,12370,8,0
9543,2396,23730,4,0
9544,2397,9644,5,0
9545,2398,7749,4,0
9546,2398,9498,4,0
9547,2398,19897,5,0
9548,2399,816,10,0
9549,2399,2042,3,0
9550,2399,9616,8,0
9551,2400,5068,5,0
9552,2400,5192,6,0
9553,2400,5471,5,0
9554,2400,11942,2,0
9555,2400,12490,5,0
9556,2400,17449,8,0
9557,2401,353,1,0
9558,2401,2351,5,0
9559,2401,8256,9,0
9560,2401,14841,10,0
9561,2402,449,6,0
9562,2403,514,9,0
9563,2403,2597,4,0
9564,2403,6591,6,0
9565,2403,8792,1,0
9566,2403,19048,6,0
9567,2403,19110,8,0
9568,2403,21431,6,0
9569,2404,5466,3,0
9570,2405,13483,6,0
9571,2405,16144,3,0
9572,2405,18126,7,0
9573,2405,19845,1,0
9574,2405,20088,3,0
9575,2405,22282,1,0
9576,2406,18171,5,0
9577,2406,19608,3,0
9578,2406,21774,2,0
9579,2407,4031,9,0
9580,2407,23792,5,0
9581,2408,126,8,0
9582,2408,9202,10,0
9583,2408,9880,9,0
9584,2408,11089,4,0
9585,2408,12192,3,0
9586,2408,20421,4,0
9587,2409,1947,7,0
9588,2409,6209,5,0
9589,2409,16089,9,0
9590,2409,20623,2,0
9591,2410,920,6,0
9592,2410,5727,1,0
9593,2410,7855,3,0
9594,2410,12334,9,0
9595,2410,16941,7,0
9596,2410,18644,7,0
9597,2411,12938,1,0.05
9598,2411,17689,6,0.05
9599,2411,22325,3,0.05
9600,2412,622,3,0.05
9601,2412,2096,10,0.05
9602,2412,3214,7,0.05
9603,2412,10717,2,0.05
9604,2412,16094,10,0.05
9605,2412,16635,9,0.05
9606,2412,23284,4,0.05
9607,2413,4045,7,0
9608,2413,11669,2,0
9609,2414,11529,5,0.05
9610,2415,1230,9,0
9611,2415,7486,10,0
9612,2415,11649,9,0
9613,2415,14982,2,0
9614,2415,16755,10,0
