wh_id,product_id,supplier_id,price,procurement,markup,sales_price,stock_quantity
5801,2302,4,103.31,0.45,0.25,129.14,13
5802,2302,1,103.31,0.41,0.25,129.14,10
5803,3072,6,2615.83,0.35,0.25,3269.79,61
5804,3072,5,2502.8,0.12,0.25,3128.5,54
5805,3072,1,2761.15,0.49,0.25,3451.44,67
5806,2972,1,279.16,0.45,0.25,348.95,93
5807,2972,8,237.29,0.32,0.25,296.61,33
5808,2972,6,263.65,0.47,0.25,329.56,42
5809,2972,10,265.2,0.43,0.25,331.5,85
5810,2972,4,280.71,0.46,0.25,350.89,71
5811,2972,9,272.96,0.43,0.25,341.2,31
5812,1375,3,94.99,0.13,0.25,118.74,18
5813,1375,9,100.62,0.42,0.25,125.78,10
5814,1375,10,97.24,0.37,0.25,121.55,52
5815,1375,4,102.86,0.44,0.25,128.57,72
5816,4211,3,1783.76,0.14,0.25,2229.7,92
5817,4211,8,1944.87,0.33,0.25,2431.09,16
5818,4211,5,1898.84,0.11,0.25,2373.55,43
5819,366,7,374.84,0.35,0.25,468.55,92
5820,366,6,401.44,0.3,0.25,501.8,85
5821,366,1,403.86,0.32,0.25,504.83,58
5822,366,10,391.76,0.36,0.25,489.7,72
5823,366,3,399.02,0.13,0.25,498.78,37
5824,366,8,423.2,0.38,0.25,529.0,76
5825,890,10,31.74,0.36,0.25,39.67,98
5826,890,8,32.89,0.48,0.25,41.11,50
5827,890,4,33.46,0.45,0.25,41.82,88
5828,890,1,30.78,0.34,0.25,38.48,26
5829,890,2,33.27,0.42,0.25,41.59,34
5830,4600,6,1198.83,0.43,0.25,1498.54,88
5831,4600,5,1205.84,0.13,0.25,1507.3,55
5832,4600,9,1233.88,0.4,0.25,1542.35,79
5833,511,2,502.34,0.44,0.25,627.92,42
5834,511,10,496.63,0.46,0.25,620.79,85
5835,511,7,525.17,0.47,0.25,656.46,24
5836,511,8,456.67,0.32,0.25,570.84,25
5837,511,4,510.9,0.43,0.25,638.62,43
5838,511,9,462.38,0.33,0.25,577.98,28
5839,1542,3,571.49,0.13,0.25,714.36,15
5840,1542,2,599.71,0.36,0.25,749.64,26
5841,1542,4,596.18,0.41,0.25,745.22,91
5842,1542,9,606.76,0.43,0.25,758.45,97
5843,1542,8,596.18,0.42,0.25,745.22,57
5844,2755,8,121.53,0.38,0.25,151.91,70
5845,2755,4,122.25,0.43,0.25,152.81,76
5846,2755,10,109.96,0.32,0.25,137.45,64
5847,2755,3,120.81,0.14,0.25,151.01,84
5848,2755,5,113.57,0.12,0.25,141.96,67
5849,641,4,76.85,0.44,0.25,96.06,96
5850,641,5,73.88,0.14,0.25,92.35,49
5851,641,9,73.88,0.39,0.25,92.35,82
5852,641,7,78.13,0.46,0.25,97.66,40
5853,641,8,68.36,0.31,0.25,85.45,89
5854,38,6,1320.7,0.38,0.25,1650.88,22
5855,38,7,1376.06,0.4,0.25,1720.07,44
5856,38,4,1423.51,0.46,0.25,1779.39,43
5857,38,3,1241.62,0.12,0.25,1552.02,78
5858,38,1,1368.15,0.44,0.25,1710.19,55
5859,3089,7,5514.9,0.33,0.25,6893.62,78
5860,3089,9,5579.78,0.39,0.25,6974.72,56
5861,3089,2,5709.55,0.37,0.25,7136.94,10
5862,3089,1,5547.34,0.41,0.25,6934.18,46
5863,3089,8,5514.9,0.39,0.25,6893.62,87
5864,195,4,2102.89,0.48,0.25,2628.61,59
5865,195,3,1998.33,0.13,0.25,2497.91,26
5866,195,7,2079.66,0.44,0.25,2599.57,28
5867,195,1,1986.71,0.38,0.25,2483.39,45
5868,195,5,1963.48,0.14,0.25,2454.35,10
5869,195,6,1893.77,0.35,0.25,2367.21,65
5870,1003,8,135.27,0.35,0.25,169.09,25
5871,1003,1,143.46,0.47,0.25,179.32,54
5872,1003,4,139.37,0.48,0.25,174.21,13
5873,1003,3,137.73,0.12,0.25,172.16,68
5874,19,2,428.6,0.44,0.25,535.75,37
5875,19,10,423.56,0.3,0.25,529.45,22
5876,19,9,398.35,0.34,0.25,497.94,17
5877,4090,5,424.84,0.14,0.25,531.05,97
5878,4090,6,414.42,0.34,0.25,518.02,57
5879,4090,4,445.69,0.44,0.25,557.11,22
5880,3465,10,1141.77,0.42,0.25,1427.21,46
5881,3465,4,1069.17,0.32,0.25,1336.46,99
5882,3465,1,1141.77,0.41,0.25,1427.21,36
5883,3465,5,1062.57,0.11,0.25,1328.21,27
5884,3402,9,4881.99,0.37,0.25,6102.49,23
5885,3402,3,4508.66,0.13,0.25,5635.82,12
5886,3402,8,4709.69,0.37,0.25,5887.11,84
5887,3402,4,5140.45,0.48,0.25,6425.56,93
5888,3402,1,4680.97,0.39,0.25,5851.21,54
5889,3402,2,4623.53,0.3,0.25,5779.41,50
5890,2130,2,31.16,0.42,0.25,38.95,19
5891,2130,7,28.77,0.34,0.25,35.96,70
5892,2130,3,30.98,0.14,0.25,38.72,70
5893,2130,8,30.43,0.32,0.25,38.04,60
5894,2130,4,30.24,0.39,0.25,37.8,47
5895,2130,5,28.4,0.13,0.25,35.5,52
5896,299,5,164.62,0.14,0.25,205.78,90
5897,299,7,165.66,0.34,0.25,207.08,40
5898,299,8,163.58,0.33,0.25,204.48,54
5899,299,4,176.08,0.4,0.25,220.1,94
5900,2164,2,9.97,0.43,0.25,12.46,34
5901,2164,3,8.96,0.12,0.25,11.2,32
5902,2164,6,9.69,0.38,0.25,12.11,63
5903,2164,8,8.62,0.34,0.25,10.77,15
5904,3964,6,1033.86,0.38,0.25,1292.32,74
5905,3964,2,1181.56,0.47,0.25,1476.95,89
5906,3964,3,1078.81,0.12,0.25,1348.51,63
5907,2921,2,29.86,0.41,0.25,37.33,66
5908,2921,6,31.32,0.4,0.25,39.15,34
5909,2921,1,31.87,0.41,0.25,39.84,83
5910,2921,5,30.41,0.13,0.25,38.01,61
5911,2921,10,30.05,0.38,0.25,37.56,77
5912,2921,8,31.14,0.48,0.25,38.92,17
5913,1557,3,521.99,0.14,0.25,652.49,27
5914,1557,8,583.6,0.5,0.25,729.5,91
5915,1557,10,557.66,0.35,0.25,697.08,77
5916,4133,10,845.98,0.45,0.25,1057.47,75
5917,4133,4,784.88,0.47,0.25,981.1,87
5918,4133,9,733.18,0.34,0.25,916.47,53
5919,4133,5,770.78,0.13,0.25,963.47,44
5920,4133,3,766.08,0.13,0.25,957.6,43
5921,4133,7,770.78,0.37,0.25,963.47,82
5922,4456,2,1035.91,0.45,0.25,1294.89,43
5923,4456,6,994.94,0.33,0.25,1243.68,32
5924,4456,5,901.3,0.13,0.25,1126.62,99
5925,4456,9,1047.62,0.48,0.25,1309.52,19
5926,4456,7,965.68,0.38,0.25,1207.1,81
5927,1824,2,14.71,0.38,0.25,18.39,23
5928,1824,4,15.88,0.38,0.25,19.85,79
5929,1824,5,14.44,0.13,0.25,18.05,50
5930,5142,9,665.35,0.4,0.25,831.69,100
5931,5142,8,665.35,0.44,0.25,831.69,26
5932,5142,4,700.99,0.43,0.25,876.24,19
5933,5142,7,653.47,0.32,0.25,816.84,90
5934,2753,7,334.37,0.46,0.25,417.96,19
5935,2753,5,297.01,0.14,0.25,371.26,87
5936,2753,9,287.67,0.34,0.25,359.59,98
5937,2753,1,326.9,0.48,0.25,408.62,50
5938,1142,2,32.73,0.33,0.25,40.91,43
5939,1142,3,31.71,0.13,0.25,39.64,20
5940,1142,8,32.93,0.38,0.25,41.16,35
5941,1142,9,34.15,0.42,0.25,42.69,81
5942,1142,10,34.15,0.38,0.25,42.69,61
5943,1811,7,8.92,0.42,0.25,11.15,47
5944,1811,6,9.85,0.46,0.25,12.31,23
5945,1811,10,9.03,0.32,0.25,11.29,51
5946,2535,10,163.49,0.43,0.25,204.36,57
5947,2535,8,152.47,0.34,0.25,190.59,62
5948,2535,5,142.37,0.11,0.25,177.96,97
5949,2535,2,169.0,0.49,0.25,211.25,34
5950,2535,9,159.82,0.46,0.25,199.77,75
5951,2535,3,146.96,0.13,0.25,183.7,69
5952,4568,3,1825.44,0.13,0.25,2281.8,26
5953,4568,6,1879.44,0.41,0.25,2349.3,55
5954,4568,2,1760.63,0.34,0.25,2200.79,69
5955,4568,10,1814.64,0.43,0.25,2268.3,96
5956,4568,5,1825.44,0.13,0.25,2281.8,86
5957,4568,1,1782.23,0.43,0.25,2227.79,28
5958,4040,8,733.92,0.31,0.25,917.4,69
5959,4040,9,791.86,0.44,0.25,989.82,71
5960,4040,7,791.86,0.31,0.25,989.82,15
5961,4040,3,758.06,0.12,0.25,947.58,100
5962,4040,6,878.77,0.46,0.25,1098.46,66
5963,732,2,22.93,0.46,0.25,28.66,27
5964,732,7,21.68,0.5,0.25,27.1,84
5965,732,5,19.56,0.13,0.25,24.45,19
5966,4913,8,35.68,0.46,0.25,44.6,89
5967,4913,5,32.22,0.13,0.25,40.28,13
5968,4913,9,32.62,0.33,0.25,40.78,80
5969,2881,4,280.26,0.31,0.25,350.32,89
5970,2881,6,290.33,0.44,0.25,362.91,88
5971,2881,10,305.43,0.5,0.25,381.79,17
5972,1867,5,2.96,0.12,0.25,3.7,59
5973,1867,1,2.87,0.33,0.25,3.59,38
5974,1867,3,2.96,0.11,0.25,3.7,45
5975,1867,8,3.16,0.33,0.25,3.95,18
5976,1867,10,3.04,0.41,0.25,3.8,15
5977,1867,7,2.93,0.33,0.25,3.66,37
5978,737,8,58.73,0.34,0.25,73.41,63
5979,737,7,62.82,0.4,0.25,78.53,33
5980,737,4,59.1,0.33,0.25,73.88,59
5981,775,5,17.49,0.1,0.25,21.86,92
5982,775,6,16.95,0.36,0.25,21.19,83
5983,775,8,18.24,0.47,0.25,22.8,65
5984,775,9,19.53,0.44,0.25,24.41,18
5985,2864,9,95.99,0.32,0.25,119.99,35
5986,2864,4,101.42,0.45,0.25,126.78,72
5987,2864,6,94.78,0.33,0.25,118.48,10
5988,2864,1,102.03,0.44,0.25,127.54,23
5989,1978,7,18.53,0.4,0.25,23.16,94
5990,1978,5,16.32,0.14,0.25,20.4,38
5991,1978,6,18.74,0.46,0.25,23.42,62
5992,1978,1,18.01,0.43,0.25,22.51,89
5993,1978,10,18.22,0.34,0.25,22.78,100
5994,5246,4,287.9,0.31,0.25,359.88,21
5995,5246,9,304.84,0.36,0.25,381.05,37
5996,5246,8,301.07,0.34,0.25,376.34,45
5997,5246,6,321.77,0.42,0.25,402.21,62
5998,5246,2,327.42,0.36,0.25,409.28,25
5999,5246,5,312.36,0.12,0.25,390.45,31
6000,2091,8,31.42,0.43,0.25,39.28,39
6001,2091,5,28.59,0.14,0.25,35.74,16
6002,2091,3,27.89,0.14,0.25,34.86,17
6003,4145,10,311.37,0.38,0.25,389.21,98
6004,4145,9,305.84,0.31,0.25,382.3,99
6005,4145,6,326.1,0.37,0.25,407.62,51
6006,4145,5,302.15,0.12,0.25,377.69,25
6007,2218,6,112.84,0.48,0.25,141.05,34
6008,2218,8,116.58,0.5,0.25,145.72,29
6009,2218,3,99.74,0.13,0.25,124.68,57
6010,2218,5,104.11,0.11,0.25,130.14,74
6011,2218,7,108.47,0.41,0.25,135.59,23
6012,2218,4,102.24,0.32,0.25,127.8,77
6013,1026,5,39.61,0.14,0.25,49.51,50
6014,1026,7,37.7,0.36,0.25,47.12,82
6015,1026,1,38.41,0.34,0.25,48.01,66
6016,1026,6,41.52,0.37,0.25,51.9,85
6017,1026,4,36.51,0.31,0.25,45.64,53
6018,258,5,84.95,0.11,0.25,106.19,70
6019,258,7,91.45,0.45,0.25,114.31,58
6020,258,10,88.45,0.43,0.25,110.56,27
6021,4845,7,467.69,0.46,0.25,584.61,41
6022,4845,10,440.49,0.39,0.25,550.61,70
6023,4845,6,459.53,0.32,0.25,574.41,28
6024,4845,2,435.06,0.38,0.25,543.83,52
6025,5076,10,166.92,0.36,0.25,208.65,86
6026,5076,6,159.33,0.44,0.25,199.16,41
6027,5076,9,160.28,0.32,0.25,200.35,83
6028,5076,3,149.85,0.12,0.25,187.31,35
6029,5076,5,156.49,0.15,0.25,195.61,90
6030,5076,1,158.38,0.31,0.25,197.98,15
6031,2416,3,30.69,0.12,0.25,38.36,41
6032,2416,6,33.82,0.48,0.25,42.28,51
6033,2416,2,34.02,0.46,0.25,42.53,28
6034,2416,9,31.67,0.35,0.25,39.59,36
6035,2416,10,33.04,0.35,0.25,41.3,52
6036,2416,1,31.48,0.3,0.25,39.35,31
6037,1,10,2955.67,0.43,0.25,3694.59,84
6038,1,5,2691.77,0.13,0.25,3364.71,67
6039,1,6,3008.45,0.44,0.25,3760.56,89
6040,3030,9,2142.76,0.37,0.25,2678.45,54
6041,3030,5,2038.86,0.14,0.25,2548.57,16
6042,3030,3,2051.85,0.14,0.25,2564.81,11
6043,3030,1,2155.74,0.41,0.25,2694.68,57
6044,4124,6,752.76,0.46,0.25,940.95,45
6045,4124,3,683.59,0.14,0.25,854.49,56
6046,4124,4,671.38,0.39,0.25,839.22,88
6047,4124,10,655.11,0.38,0.25,818.89,79
6048,4124,8,691.73,0.42,0.25,864.66,89
6049,4124,7,716.14,0.49,0.25,895.18,44
6050,3660,4,216.2,0.4,0.25,270.25,25
6051,3660,9,229.78,0.48,0.25,287.23,80
6052,3660,5,210.02,0.12,0.25,262.53,76
6053,3660,3,198.9,0.12,0.25,248.62,52
6054,3660,7,207.55,0.47,0.25,259.44,42
6055,3660,2,211.25,0.49,0.25,264.06,42
6056,2323,3,119.43,0.14,0.25,149.29,58
6057,2323,8,120.83,0.32,0.25,151.04,100
6058,2323,2,115.21,0.38,0.25,144.01,25
6059,4576,7,1565.41,0.5,0.25,1956.76,55
6060,4576,1,1653.85,0.48,0.25,2067.31,52
6061,4576,6,1423.9,0.32,0.25,1779.88,77
6062,4576,5,1503.5,0.14,0.25,1879.38,22
6063,4576,3,1468.12,0.13,0.25,1835.15,72
6064,4686,6,145.63,0.41,0.25,182.04,56
6065,4686,4,147.39,0.3,0.25,184.24,26
6066,4686,5,142.12,0.12,0.25,177.65,20
6067,4686,9,143.0,0.42,0.25,178.75,38
6068,1958,3,20.14,0.15,0.25,25.18,74
6069,1958,2,22.06,0.48,0.25,27.58,98
6070,1958,5,21.29,0.11,0.25,26.61,16
6071,1958,8,19.76,0.33,0.25,24.7,88
6072,1958,1,22.44,0.36,0.25,28.05,100
6073,2663,9,331.17,0.44,0.25,413.96,98
6074,2663,5,327.18,0.13,0.25,408.98,36
6075,2663,2,343.14,0.37,0.25,428.92,12
6076,2663,1,331.17,0.42,0.25,413.96,25
6077,2663,6,343.14,0.4,0.25,428.92,59
6078,2663,4,361.1,0.45,0.25,451.38,20
6079,2669,1,152.1,0.44,0.25,190.12,18
6080,2669,5,150.25,0.1,0.25,187.81,76
6081,2669,2,150.25,0.42,0.25,187.81,36
6082,2669,3,144.72,0.1,0.25,180.9,73
6083,2669,4,147.49,0.32,0.25,184.36,100
6084,1721,9,454.53,0.38,0.25,568.16,95
6085,1721,4,424.94,0.36,0.25,531.17,53
6086,1721,8,454.53,0.41,0.25,568.16,18
6087,1721,7,476.04,0.47,0.25,595.05,52
6088,1721,5,467.97,0.14,0.25,584.96,40
6089,1721,2,438.39,0.39,0.25,547.99,78
6090,3529,9,763.66,0.42,0.25,954.58,43
6091,3529,2,732.58,0.32,0.25,915.72,13
6092,3529,3,754.78,0.11,0.25,943.47,34
6093,3529,4,808.06,0.47,0.25,1010.08,10
6094,3529,7,808.06,0.43,0.25,1010.08,34
6095,3529,1,688.18,0.31,0.25,860.22,86
6096,1243,3,78.25,0.15,0.25,97.81,85
6097,1243,8,86.99,0.44,0.25,108.74,56
6098,1243,1,80.68,0.31,0.25,100.85,35
6099,3677,3,4298.99,0.11,0.25,5373.74,46
6100,3677,6,4480.27,0.38,0.25,5600.34,92
6101,3677,8,4765.14,0.47,0.25,5956.42,60
6102,3677,7,4040.01,0.36,0.25,5050.01,70
6103,3677,10,4428.47,0.34,0.25,5535.59,69
6104,4420,1,1137.65,0.38,0.25,1422.06,16
6105,4420,8,1104.38,0.36,0.25,1380.48,38
6106,4420,2,1210.83,0.49,0.25,1513.54,52
6107,4420,9,1150.95,0.47,0.25,1438.69,25
6108,3134,6,3017.07,0.33,0.25,3771.34,64
6109,3134,10,3181.64,0.36,0.25,3977.05,71
6110,3134,4,2962.22,0.33,0.25,3702.77,99
6111,3134,9,2943.93,0.37,0.25,3679.91,30
6112,3134,1,2962.22,0.34,0.25,3702.77,43
6113,3134,5,2943.93,0.13,0.25,3679.91,81
6114,1163,7,176.72,0.37,0.25,220.9,49
6115,1163,5,165.22,0.1,0.25,206.52,63
6116,1163,10,175.68,0.45,0.25,219.6,48
6117,1163,1,191.36,0.44,0.25,239.2,22
6118,1163,2,173.59,0.44,0.25,216.99,77
6119,1163,3,159.99,0.12,0.25,199.99,14
6120,1247,8,89.95,0.38,0.25,112.44,86
6121,1247,10,91.49,0.44,0.25,114.36,80
6122,1247,4,89.44,0.42,0.25,111.8,25
6123,1247,1,92.52,0.45,0.25,115.65,33
6124,1247,2,79.67,0.3,0.25,99.59,35
6125,1247,6,91.49,0.45,0.25,114.36,87
6126,1491,4,75.99,0.34,0.25,94.99,48
6127,1491,6,75.99,0.36,0.25,94.99,73
6128,1491,1,89.68,0.5,0.25,112.1,24
6129,1491,3,78.35,0.13,0.25,97.94,73
6130,1491,9,78.35,0.36,0.25,97.94,82
6131,1491,7,75.52,0.39,0.25,94.4,79
6132,2657,3,19.13,0.1,0.25,23.91,11
6133,2657,9,19.62,0.33,0.25,24.52,14
6134,2657,5,20.87,0.14,0.25,26.09,18
6135,3367,2,5280.15,0.43,0.25,6600.19,99
6136,3367,8,5129.29,0.4,0.25,6411.61,34
6137,3367,10,5008.6,0.37,0.25,6260.75,95
6138,721,1,29.87,0.31,0.25,37.34,55
6139,721,10,31.9,0.49,0.25,39.88,97
6140,721,9,32.27,0.44,0.25,40.34,66
6141,721,7,28.4,0.3,0.25,35.5,23
6142,721,6,30.06,0.34,0.25,37.57,61
6143,721,2,29.32,0.36,0.25,36.65,23
6144,2761,4,241.07,0.34,0.25,301.34,73
6145,2761,1,284.34,0.5,0.25,355.42,100
6146,2761,3,264.25,0.11,0.25,330.31,85
6147,2761,2,248.79,0.37,0.25,310.99,91
6148,2761,5,253.43,0.14,0.25,316.79,17
6149,2769,3,96.24,0.11,0.25,120.3,73
6150,2769,7,95.63,0.32,0.25,119.54,20
6151,2769,8,103.6,0.39,0.25,129.5,91
6152,2769,2,99.92,0.38,0.25,124.9,75
6153,2769,10,101.76,0.3,0.25,127.2,97
6154,3492,1,5346.65,0.32,0.25,6683.31,45
6155,3492,4,5313.44,0.31,0.25,6641.8,99
6156,3492,9,5711.95,0.35,0.25,7139.94,82
6157,3492,8,5512.69,0.33,0.25,6890.86,82
6158,3492,3,5545.9,0.14,0.25,6932.38,39
6159,3492,5,5147.39,0.14,0.25,6434.24,73
6160,1492,10,146.72,0.37,0.25,183.4,86
6161,1492,4,155.89,0.36,0.25,194.86,74
6162,1492,8,160.48,0.46,0.25,200.6,19
6163,1492,7,163.23,0.5,0.25,204.04,25
6164,1492,3,154.06,0.1,0.25,192.58,93
6165,1492,6,145.8,0.36,0.25,182.25,44
6166,1061,7,56.38,0.35,0.25,70.48,80
6167,1061,1,59.33,0.45,0.25,74.16,100
6168,1061,3,51.46,0.13,0.25,64.32,27
6169,1061,4,52.78,0.36,0.25,65.97,92
6170,562,9,68.65,0.49,0.25,85.81,89
6171,562,1,67.46,0.49,0.25,84.32,65
6172,562,8,65.47,0.38,0.25,81.84,59
6173,562,5,60.31,0.11,0.25,75.39,12
6174,2741,10,197.37,0.43,0.25,246.71,12
6175,2741,3,198.54,0.1,0.25,248.18,13
6176,2741,4,206.76,0.43,0.25,258.45,85
6177,2741,1,197.37,0.36,0.25,246.71,10
6178,3696,9,2341.16,0.33,0.25,2926.45,85
6179,3696,1,2474.52,0.3,0.25,3093.15,73
6180,3696,10,2415.25,0.38,0.25,3019.06,47
6181,3696,7,2518.98,0.33,0.25,3148.72,47
6182,3696,3,2385.62,0.12,0.25,2982.02,69
6183,3696,6,2444.89,0.32,0.25,3056.11,74
6184,2172,10,19.09,0.33,0.25,23.86,46
6185,2172,1,20.2,0.38,0.25,25.25,47
6186,2172,9,21.3,0.47,0.25,26.62,99
6187,235,4,216.45,0.45,0.25,270.56,42
6188,235,8,212.65,0.3,0.25,265.81,23
6189,235,10,227.84,0.43,0.25,284.8,42
6190,235,3,212.65,0.12,0.25,265.81,35
6191,235,6,210.12,0.33,0.25,262.65,29
6192,3345,9,2647.26,0.34,0.25,3309.08,81
6193,3345,8,2850.89,0.44,0.25,3563.61,34
6194,3345,5,2884.83,0.11,0.25,3606.04,87
6195,3345,4,2816.95,0.33,0.25,3521.19,47
6196,208,8,590.26,0.41,0.25,737.82,50
6197,208,6,569.42,0.41,0.25,711.78,46
6198,208,1,586.78,0.41,0.25,733.47,18
6199,208,3,583.31,0.15,0.25,729.14,28
6200,208,5,586.78,0.14,0.25,733.47,64
6201,2873,4,150.48,0.44,0.25,188.1,80
6202,2873,6,139.17,0.33,0.25,173.96,38
6203,2873,5,149.61,0.13,0.25,187.01,80
6204,2873,10,147.0,0.31,0.25,183.75,33
6205,4641,5,371.79,0.13,0.25,464.74,93
6206,4641,1,383.41,0.41,0.25,479.26,68
6207,4641,3,369.47,0.13,0.25,461.84,67
6208,28,2,1067.64,0.3,0.25,1334.55,12
6209,28,5,1136.52,0.11,0.25,1420.65,97
6210,28,7,1143.41,0.4,0.25,1429.26,16
6211,28,1,1157.18,0.4,0.25,1446.48,22
6212,3019,7,2055.61,0.5,0.25,2569.51,22
6213,3019,6,1775.3,0.32,0.25,2219.12,28
6214,3019,4,2184.09,0.47,0.25,2730.11,64
6215,4925,1,293.71,0.45,0.25,367.14,53
6216,4925,2,298.96,0.35,0.25,373.7,99
6217,4925,4,302.46,0.4,0.25,378.08,44
6218,4925,8,290.22,0.44,0.25,362.78,60
6219,3369,3,1022.4,0.14,0.25,1278.0,28
6220,3369,6,1136.7,0.42,0.25,1420.88,50
6221,3369,8,1066.85,0.31,0.25,1333.56,19
6222,3369,10,1066.85,0.39,0.25,1333.56,24
6223,3369,7,1079.55,0.48,0.25,1349.44,84
6224,2,5,978.45,0.11,0.25,1223.06,91
6225,2,3,978.45,0.11,0.25,1223.06,42
6226,2,6,1079.45,0.42,0.25,1349.31,36
6227,2,2,1060.52,0.35,0.25,1325.65,11
6228,341,4,122.28,0.46,0.25,152.85,83
6229,341,1,131.85,0.46,0.25,164.81,98
6230,341,5,125.96,0.15,0.25,157.45,11
6231,4369,9,1100.37,0.4,0.25,1375.46,36
6232,4369,6,1046.7,0.31,0.25,1308.38,43
6233,4369,1,1100.37,0.36,0.25,1375.46,87
6234,4369,8,1120.5,0.43,0.25,1400.62,64
6235,4369,2,1207.73,0.45,0.25,1509.66,16
6236,4369,10,1113.79,0.36,0.25,1392.24,29
6237,723,6,10.22,0.47,0.25,12.78,40
6238,723,10,9.49,0.3,0.25,11.86,34
6239,723,2,9.2,0.32,0.25,11.5,93
6240,723,8,8.69,0.32,0.25,10.86,60
6241,186,10,1511.8,0.38,0.25,1889.75,47
6242,186,9,1548.22,0.36,0.25,1935.28,90
6243,186,4,1557.33,0.33,0.25,1946.66,74
6244,1493,3,141.24,0.11,0.25,176.55,90
6245,1493,4,153.37,0.41,0.25,191.71,73
6246,1493,1,146.44,0.35,0.25,183.05,49
6247,1493,2,132.57,0.3,0.25,165.71,40
6248,5354,2,761.54,0.48,0.25,951.92,63
6249,5354,3,667.94,0.11,0.25,834.92,24
6250,5354,9,757.28,0.49,0.25,946.6,66
6251,5354,1,650.92,0.31,0.25,813.65,65
6252,5354,8,736.01,0.48,0.25,920.01,37
6253,816,9,38.17,0.44,0.25,47.71,26
6254,816,8,35.49,0.37,0.25,44.36,26
6255,816,5,37.27,0.1,0.25,46.59,46
6256,2579,2,151.41,0.37,0.25,189.26,94
6257,2579,9,152.37,0.33,0.25,190.46,53
6258,2579,8,154.29,0.38,0.25,192.86,58
6259,2579,3,152.37,0.13,0.25,190.46,94
6260,3114,2,6925.77,0.49,0.25,8657.21,87
6261,3114,5,6638.91,0.13,0.25,8298.64,25
6262,3114,9,7294.6,0.42,0.25,9118.25,52
6263,2053,9,33.2,0.33,0.25,41.5,69
6264,2053,4,34.59,0.45,0.25,43.24,93
6265,2053,1,30.62,0.33,0.25,38.28,53
6266,2053,2,33.2,0.38,0.25,41.5,37
6267,2053,7,33.99,0.4,0.25,42.49,44
6268,2152,6,19.83,0.35,0.25,24.79,19
6269,2152,10,21.95,0.38,0.25,27.44,87
6270,2152,4,19.83,0.32,0.25,24.79,24
6271,2152,9,21.2,0.3,0.25,26.5,34
6272,2152,5,19.45,0.14,0.25,24.31,54
6273,2152,2,22.07,0.4,0.25,27.59,56
6274,3938,5,1336.61,0.12,0.25,1670.76,67
6275,3938,4,1512.48,0.35,0.25,1890.6,19
6276,3938,2,1345.41,0.32,0.25,1681.76,38
6277,1138,2,190.51,0.39,0.25,238.14,97
6278,1138,4,180.6,0.41,0.25,225.75,15
6279,1138,8,199.32,0.44,0.25,249.15,68
6280,1138,9,196.01,0.48,0.25,245.01,78
6281,1956,3,16.89,0.12,0.25,21.11,85
6282,1956,4,18.49,0.35,0.25,23.11,37
6283,1956,1,18.39,0.48,0.25,22.99,60
6284,1956,7,19.14,0.44,0.25,23.92,12
6285,1956,2,19.24,0.49,0.25,24.05,16
6286,1956,6,18.07,0.34,0.25,22.59,12
6287,3545,8,5321.54,0.44,0.25,6651.92,16
6288,3545,1,5082.37,0.41,0.25,6352.96,79
6289,3545,6,5411.23,0.49,0.25,6764.04,18
6290,3545,5,5022.58,0.14,0.25,6278.22,54
6291,3545,2,4992.68,0.44,0.25,6240.85,23
6292,1461,8,116.3,0.43,0.25,145.38,31
6293,1461,6,110.73,0.3,0.25,138.41,18
6294,1461,9,117.0,0.41,0.25,146.25,22
6295,1461,1,119.08,0.46,0.25,148.85,41
6296,1461,2,123.96,0.38,0.25,154.95,100
6297,4322,4,564.3,0.48,0.25,705.38,27
6298,4322,10,557.81,0.49,0.25,697.26,85
6299,4322,8,561.06,0.43,0.25,701.32,35
6300,4322,3,551.33,0.14,0.25,689.16,72
6301,2835,5,313.58,0.13,0.25,391.98,92
6302,2835,6,319.32,0.44,0.25,399.15,84
6303,2835,4,311.67,0.38,0.25,389.59,19
6304,2244,8,144.31,0.35,0.25,180.39,79
6305,2244,3,126.69,0.1,0.25,158.36,75
6306,2244,9,150.18,0.42,0.25,187.73,31
6307,2244,7,141.79,0.34,0.25,177.24,92
6308,2244,2,151.86,0.48,0.25,189.82,75
6309,1106,9,46.15,0.42,0.25,57.69,10
6310,1106,10,42.33,0.32,0.25,52.91,19
6311,1106,1,47.79,0.47,0.25,59.74,72
6312,1106,7,48.34,0.39,0.25,60.42,61
6313,4219,10,1102.28,0.42,0.25,1377.85,52
6314,4219,7,1141.89,0.37,0.25,1427.36,89
6315,4219,4,1128.69,0.32,0.25,1410.86,49
6316,4219,3,1095.68,0.11,0.25,1369.6,53
6317,4219,8,1102.28,0.3,0.25,1377.85,97
6318,4212,8,1615.55,0.39,0.25,2019.44,82
6319,4212,1,1715.9,0.37,0.25,2144.88,86
6320,4212,5,1695.83,0.11,0.25,2119.79,63
6321,4212,2,1585.45,0.34,0.25,1981.81,66
6322,4212,9,1575.42,0.35,0.25,1969.28,58
6323,1254,9,15.47,0.41,0.25,19.34,90
6324,1254,1,15.65,0.39,0.25,19.56,36
6325,1254,5,15.03,0.13,0.25,18.79,73
6326,1254,8,14.86,0.44,0.25,18.58,58
6327,1738,6,494.56,0.3,0.25,618.2,11
6328,1738,3,458.15,0.11,0.25,572.69,45
6329,1738,8,476.35,0.36,0.25,595.44,82
6330,1738,2,479.39,0.33,0.25,599.24,28
